"","Date","EUR_EUR","CAL_EUR","NZ_EUR","Hubei_EUR"
"4672",2017-10-13,7.32,NA,11.03548343,1.796561379
"4673",2017-10-14,NA,NA,NA,NA
"4674",2017-10-15,NA,NA,NA,NA
"4675",2017-10-16,7.36,NA,11.03548343,1.804954197
"4676",2017-10-17,7.4,NA,NA,1.793618382
"4677",2017-10-18,7.79,NA,NA,1.920863215
"4678",2017-10-19,7.64,NA,NA,1.868655342
"4679",2017-10-20,7.57,NA,11.34185777,1.796715732
"4680",2017-10-21,NA,NA,NA,NA
"4681",2017-10-22,NA,NA,NA,NA
"4682",2017-10-23,7.44,NA,NA,1.768023003
"4683",2017-10-24,7.46,NA,11.35387245,1.759954068
"4684",2017-10-25,7.39,NA,11.36588713,1.774467854
"4685",2017-10-26,7.2,NA,11.38390915,1.765473288
"4686",2017-10-27,7.16,NA,11.38390915,1.799699745
"4687",2017-10-28,NA,NA,NA,NA
"4688",2017-10-29,NA,NA,NA,NA
"4689",2017-10-30,7.14,NA,11.41394585,1.740907595
"4690",2017-10-31,7.38,NA,11.38390915,1.793029516
"4691",2017-11-01,7.49,NA,11.12009038,1.872270448
"4692",2017-11-02,7.67,NA,11.13182662,1.79777201
"4693",2017-11-03,7.87,NA,11.13182662,1.82004319
"4694",2017-11-04,NA,NA,NA,NA
"4695",2017-11-05,NA,NA,NA,NA
"4696",2017-11-06,7.92,NA,11.26679342,1.847099994
"4697",2017-11-07,7.76,NA,11.26679342,1.841276836
"4698",2017-11-08,7.7,NA,11.26679342,1.926710017
"4699",2017-11-09,7.55,NA,11.29613403,1.899113072
"4700",2017-11-10,7.4,NA,11.29613403,1.93326366
"4701",2017-11-11,NA,NA,NA,NA
"4702",2017-11-12,NA,NA,NA,NA
"4703",2017-11-13,7.34,NA,11.29613403,2.119731737
"4704",2017-11-14,7.38,12.83012438,11.29026591,2.105004094
"4705",2017-11-15,7.68,NA,11.29026591,2.08286882
"4706",2017-11-16,7.51,NA,11.26679342,2.075915248
"4707",2017-11-17,7.49,NA,11.27852966,2.065088076
"4708",2017-11-18,NA,NA,NA,NA
"4709",2017-11-19,NA,NA,NA,NA
"4710",2017-11-20,7.43,NA,11.29613403,2.048344333
"4711",2017-11-21,7.4,NA,11.29613403,2.034788571
"4712",2017-11-22,7.37,NA,11.29613403,1.98565963
"4713",2017-11-23,7.64,NA,11.29613403,1.95428679
"4714",2017-11-24,7.75,NA,11.30787027,1.973950289
"4715",2017-11-25,NA,NA,NA,NA
"4716",2017-11-26,NA,NA,NA,NA
"4717",2017-11-27,7.7,NA,11.29613403,1.931517364
"4718",2017-11-28,7.59,NA,11.32547464,1.92084124
"4719",2017-11-29,7.7,NA,11.58954011,1.914795227
"4720",2017-11-30,7.53,NA,11.64822132,1.924177085
"4721",2017-12-01,7.68,NA,11.71954995,1.918760028
"4722",2017-12-02,NA,NA,NA,NA
"4723",2017-12-03,NA,NA,NA,NA
"4724",2017-12-04,7.54,NA,11.57268842,1.934174271
"4725",2017-12-05,7.43,NA,11.64318196,1.972741553
"4726",2017-12-06,7.28,NA,11.89578378,1.954699231
"4727",2017-12-07,7.35,NA,11.89578378,1.947291953
"4728",2017-12-08,7.15,NA,11.89578378,1.944844832
"4729",2017-12-09,NA,NA,NA,NA
"4730",2017-12-10,NA,NA,NA,NA
"4731",2017-12-11,7.21,NA,11.9839007,1.949810742
"4732",2017-12-12,7.15,NA,12.07201762,1.952940493
"4733",2017-12-13,7.07,NA,12.18950684,1.956048324
"4734",2017-12-14,7.09,NA,12.33636837,1.947648016
"4735",2017-12-15,7.18,NA,12.27762376,1.943312516
"4736",2017-12-16,NA,NA,NA,NA
"4737",2017-12-17,NA,NA,NA,NA
"4738",2017-12-18,7.39,NA,12.21887915,1.945079029
"4739",2017-12-19,7.5,NA,12.21887915,1.967279606
"4740",2017-12-20,7.77,NA,12.21887915,1.981271061
"4741",2017-12-21,7.98,NA,12.33636837,1.977099466
"4742",2017-12-22,8.15,NA,12.33636837,1.995318369
"4743",2017-12-23,NA,NA,NA,NA
"4744",2017-12-24,NA,NA,NA,NA
"4745",2017-12-25,NA,NA,NA,2.008194281
"4746",2017-12-26,NA,NA,NA,2.001817432
"4747",2017-12-27,8.14,NA,12.24825145,2.022622097
"4748",2017-12-28,8.17,NA,12.16013454,2.009652455
"4749",2017-12-29,8.09,NA,12.10138992,2.018059819
"4750",2017-12-30,NA,NA,NA,NA
"4751",2017-12-31,NA,NA,NA,NA
"4752",2018-01-01,NA,NA,NA,NA
"4753",2018-01-02,7.77,NA,NA,1.939526564
"4754",2018-01-03,7.8,NA,12.25039027,1.937517866
"4755",2018-01-04,7.74,NA,12.28012423,1.942823917
"4756",2018-01-05,7.75,NA,12.28012423,1.885305127
"4757",2018-01-06,NA,NA,NA,NA
"4758",2018-01-07,NA,NA,NA,NA
"4759",2018-01-08,7.62,NA,12.39906005,1.699701337
"4760",2018-01-09,7.75,NA,12.63693171,1.931883843
"4761",2018-01-10,7.85,NA,12.60719775,1.858272051
"4762",2018-01-11,7.78,NA,12.63693171,1.942147747
"4763",2018-01-12,7.83,NA,12.67855925,1.894256466
"4764",2018-01-13,NA,NA,NA,NA
"4765",2018-01-14,NA,NA,NA,NA
"4766",2018-01-15,7.75,NA,12.60719775,NA
"4767",2018-01-16,8.01,NA,12.72613358,1.912757762
"4768",2018-01-17,8.15,NA,12.66666567,1.897619524
"4769",2018-01-18,8.47,NA,12.66666567,1.886251827
"4770",2018-01-19,8.73,NA,12.72613358,1.862088283
"4771",2018-01-20,NA,NA,NA,NA
"4772",2018-01-21,NA,NA,NA,NA
"4773",2018-01-22,8.72,NA,NA,1.852155503
"4774",2018-01-23,8.98,NA,12.63693171,1.922151601
"4775",2018-01-24,9.43,NA,12.63693171,1.885492957
"4776",2018-01-25,9.21,NA,12.60719775,1.911008837
"4777",2018-01-26,9.05,NA,12.63693171,1.900324153
"4778",2018-01-27,NA,NA,NA,NA
"4779",2018-01-28,NA,NA,NA,NA
"4780",2018-01-29,8.97,NA,NA,1.90336969
"4781",2018-01-30,8.85,NA,12.61909134,1.850779319
"4782",2018-01-31,9.23,NA,12.67855925,1.89882977
"4783",2018-02-01,9.23,NA,12.64297272,1.897808475
"4784",2018-02-02,8.92,NA,12.67258155,1.906949129
"4785",2018-02-03,NA,NA,NA,NA
"4786",2018-02-04,NA,NA,NA,NA
"4787",2018-02-05,9.04,NA,12.67258155,1.919528655
"4788",2018-02-06,8.78,NA,NA,1.881695749
"4789",2018-02-07,8.97,NA,12.70219039,1.885643115
"4790",2018-02-08,9.09,NA,12.73179922,1.922842426
"4791",2018-02-09,9.21,NA,12.76140806,1.923412537
"4792",2018-02-10,NA,NA,NA,NA
"4793",2018-02-11,NA,NA,NA,NA
"4794",2018-02-12,9.45,NA,12.73179922,1.847282822
"4795",2018-02-13,9.87,NA,12.74364276,1.813103858
"4796",2018-02-14,9.58,NA,12.76140806,1.891415048
"4797",2018-02-15,9.52,NA,12.73179922,NA
"4798",2018-02-16,9.48,NA,12.73179922,NA
"4799",2018-02-17,NA,NA,NA,NA
"4800",2018-02-18,NA,NA,NA,NA
"4801",2018-02-19,9.85,NA,12.68442509,NA
"4802",2018-02-20,9.7,NA,12.55414621,NA
"4803",2018-02-21,9.53,11.83206725,12.55414621,NA
"4804",2018-02-22,9.69,NA,12.58375505,2.097296442
"4805",2018-02-23,9.78,NA,12.49492854,1.891903138
"4806",2018-02-24,NA,NA,NA,NA
"4807",2018-02-25,NA,NA,NA,NA
"4808",2018-02-26,9.6,NA,12.49492854,1.816449622
"4809",2018-02-27,10.13,NA,12.34688436,1.833628543
"4810",2018-02-28,10.07,NA,12.40610203,1.910481379
"4811",2018-03-01,9.97,NA,12.41229736,1.825109038
"4812",2018-03-02,10.1,NA,12.29464525,1.849739608
"4813",2018-03-03,NA,NA,NA,NA
"4814",2018-03-04,NA,NA,NA,NA
"4815",2018-03-05,10.32,NA,12.29464525,1.922100437
"4816",2018-03-06,10.44,NA,12.32405828,1.935009456
"4817",2018-03-07,10.61,NA,12.32405828,1.903799249
"4818",2018-03-08,11.08,NA,12.32405828,1.876439509
"4819",2018-03-09,11.09,NA,12.32405828,1.885365884
"4820",2018-03-10,NA,NA,NA,NA
"4821",2018-03-11,NA,NA,NA,NA
"4822",2018-03-12,11.06,NA,12.2358192,1.840472647
"4823",2018-03-13,11.38,NA,12.29464525,1.89820516
"4824",2018-03-14,11.17,NA,12.30641046,1.851412106
"4825",2018-03-15,11.16,NA,12.31229307,NA
"4826",2018-03-16,11.14,NA,12.31817567,1.862371364
"4827",2018-03-17,NA,NA,NA,NA
"4828",2018-03-18,NA,NA,NA,NA
"4829",2018-03-19,11.04,NA,12.31229307,1.898818293
"4830",2018-03-20,11.52,NA,12.32405828,1.836555035
"4831",2018-03-21,12.62,NA,12.31229307,1.924065158
"4832",2018-03-22,12.3,NA,12.32405828,1.989846483
"4833",2018-03-23,12.58,NA,12.32405828,1.918609477
"4834",2018-03-24,NA,NA,NA,NA
"4835",2018-03-25,NA,NA,NA,NA
"4836",2018-03-26,12.95,NA,12.32405828,1.923579627
"4837",2018-03-27,13.64,NA,12.3534713,1.906687739
"4838",2018-03-28,12.96,NA,12.32405828,1.899254742
"4839",2018-03-29,13.25,NA,12.38288433,1.926708313
"4840",2018-03-30,NA,NA,NA,1.873430049
"4841",2018-03-31,NA,NA,NA,NA
"4842",2018-04-01,NA,NA,NA,NA
"4843",2018-04-02,NA,NA,NA,1.842141386
"4844",2018-04-03,13.28,NA,12.41554023,1.939311868
"4845",2018-04-04,13.02,NA,12.47466185,1.998371986
"4846",2018-04-05,12.61,NA,12.50422266,NA
"4847",2018-04-06,12.95,NA,12.53378347,NA
"4848",2018-04-07,NA,NA,NA,NA
"4849",2018-04-08,NA,NA,NA,NA
"4850",2018-04-09,13.3,NA,12.54560779,2.00424995
"4851",2018-04-10,13.34,NA,12.56334428,1.998555848
"4852",2018-04-11,13.39,NA,12.53378347,1.963026346
"4853",2018-04-12,13.56,NA,12.56334428,1.933560835
"4854",2018-04-13,13.9,NA,12.56334428,1.972090899
"4855",2018-04-14,NA,NA,NA,NA
"4856",2018-04-15,NA,NA,NA,NA
"4857",2018-04-16,13.96,NA,12.5751686,1.985344202
"4858",2018-04-17,13.7,NA,12.5751686,1.977553076
"4859",2018-04-18,13.84,NA,12.59290509,1.965329902
"4860",2018-04-19,13.41,NA,12.59290509,2.009203762
"4861",2018-04-20,13,NA,12.6224659,1.976245177
"4862",2018-04-21,NA,NA,NA,NA
"4863",2018-04-22,NA,NA,NA,NA
"4864",2018-04-23,12.85,NA,12.60472941,1.956207389
"4865",2018-04-24,13.17,NA,12.56925644,1.970057809
"4866",2018-04-25,13.21,NA,NA,1.985486562
"4867",2018-04-26,13.44,NA,12.5751686,2.00581733
"4868",2018-04-27,13.51,NA,12.74070914,1.995946522
"4869",2018-04-28,NA,NA,NA,NA
"4870",2018-04-29,NA,NA,NA,NA
"4871",2018-04-30,13.54,NA,12.71114833,NA
"4872",2018-05-01,NA,NA,12.65573525,NA
"4873",2018-05-02,13.02,NA,12.63807608,2.041939393
"4874",2018-05-03,12.92,NA,12.62630331,2.012730852
"4875",2018-05-04,12.99,NA,12.62630331,2.063034379
"4876",2018-05-05,NA,NA,NA,NA
"4877",2018-05-06,NA,NA,NA,NA
"4878",2018-05-07,13.57,NA,12.62630331,1.978261213
"4879",2018-05-08,13.54,NA,12.56743942,2.068764779
"4880",2018-05-09,13.96,NA,12.53800748,2.048660097
"4881",2018-05-10,14.56,NA,12.53800748,2.057917255
"4882",2018-05-11,14.61,NA,12.53800748,2.058035618
"4883",2018-05-12,NA,NA,NA,NA
"4884",2018-05-13,NA,NA,NA,NA
"4885",2018-05-14,14.62,NA,12.50857554,2.057866314
"4886",2018-05-15,14.29,12.40240275,12.52034832,2.053216631
"4887",2018-05-16,15.14,NA,12.4791436,2.05685786
"4888",2018-05-17,15.27,NA,12.50857554,2.062255266
"4889",2018-05-18,15.22,NA,12.4791436,2.05911497
"4890",2018-05-19,NA,NA,NA,NA
"4891",2018-05-20,NA,NA,NA,NA
"4892",2018-05-21,15.53,NA,12.4791436,2.060874058
"4893",2018-05-22,15.93,NA,12.4791436,2.048850632
"4894",2018-05-23,15.98,NA,12.44971165,2.061766627
"4895",2018-05-24,16.26,NA,12.44971165,2.117283074
"4896",2018-05-25,15.97,NA,12.36141583,2.232248036
"4897",2018-05-26,NA,NA,NA,NA
"4898",2018-05-27,NA,NA,NA,NA
"4899",2018-05-28,16.28,NA,12.36141583,2.29244622
"4900",2018-05-29,16.27,NA,12.33198388,2.254139443
"4901",2018-05-30,15.82,NA,12.33198388,2.243311622
"4902",2018-05-31,14.89,NA,12.36141583,2.223360108
"4903",2018-06-01,15.27,NA,12.24375323,2.247114164
"4904",2018-06-02,NA,NA,NA,NA
"4905",2018-06-03,NA,NA,NA,NA
"4906",2018-06-04,16.1,NA,NA,2.211945611
"4907",2018-06-05,15.73,NA,12.30318893,2.21742408
"4908",2018-06-06,15.89,NA,12.21403538,2.193408038
"4909",2018-06-07,15.97,NA,12.27347108,2.201953869
"4910",2018-06-08,15.78,NA,12.25564037,2.225254216
"4911",2018-06-09,NA,NA,NA,NA
"4912",2018-06-10,NA,NA,NA,NA
"4913",2018-06-11,15.45,NA,12.25564037,2.202920173
"4914",2018-06-12,15.1,NA,12.18431754,2.169288682
"4915",2018-06-13,15.28,NA,12.13676898,2.165166437
"4916",2018-06-14,14.89,NA,12.15459969,2.179269645
"4917",2018-06-15,14.51,NA,12.15459969,2.223097696
"4918",2018-06-16,NA,NA,NA,NA
"4919",2018-06-17,NA,NA,NA,NA
"4920",2018-06-18,14.58,NA,12.15459969,NA
"4921",2018-06-19,14.22,NA,12.18431754,2.233554321
"4922",2018-06-20,14.46,NA,12.19620467,2.233523896
"4923",2018-06-21,14.79,NA,12.18431754,2.223069881
"4924",2018-06-22,15.08,NA,12.36262462,2.237815166
"4925",2018-06-23,NA,NA,NA,NA
"4926",2018-06-24,NA,NA,NA,NA
"4927",2018-06-25,15,NA,12.33290677,2.217800687
"4928",2018-06-26,14.99,NA,12.42206032,2.180636252
"4929",2018-06-27,15.22,NA,12.43394746,2.22905526
"4930",2018-06-28,14.97,NA,12.54093171,2.226041106
"4931",2018-06-29,14.95,NA,12.54093171,2.225110565
"4932",2018-06-30,NA,NA,NA,NA
"4933",2018-07-01,NA,NA,NA,NA
"4934",2018-07-02,15.03,NA,12.29711973,2.291486129
"4935",2018-07-03,15.06,NA,12.45976468,2.173987642
"4936",2018-07-04,15.49,NA,12.5468959,2.044385091
"4937",2018-07-05,15.65,NA,12.51785216,2.136712755
"4938",2018-07-06,15.67,NA,12.51785216,2.254425991
"4939",2018-07-07,NA,NA,NA,NA
"4940",2018-07-08,NA,NA,NA,NA
"4941",2018-07-09,15.97,NA,12.51785216,2.288091343
"4942",2018-07-10,16.03,NA,NA,2.338688328
"4943",2018-07-11,16.28,NA,12.66307086,2.381597196
"4944",2018-07-12,16.05,NA,12.66307086,2.392794395
"4945",2018-07-13,16.02,NA,12.77924582,2.534265101
"4946",2018-07-14,NA,NA,NA,NA
"4947",2018-07-15,NA,NA,NA,NA
"4948",2018-07-16,15.9,NA,12.75020208,2.545496769
"4949",2018-07-17,16.03,NA,12.89542078,2.496111138
"4950",2018-07-18,16.38,NA,13.01159575,2.565964667
"4951",2018-07-19,16.83,NA,13.06968323,2.50071731
"4952",2018-07-20,17.02,NA,13.12777071,2.575420957
"4953",2018-07-21,NA,NA,NA,NA
"4954",2018-07-22,NA,NA,NA,NA
"4955",2018-07-23,17.35,NA,13.15681445,2.578876831
"4956",2018-07-24,17.06,NA,13.27298941,2.63156418
"4957",2018-07-25,17.29,NA,13.36012063,2.786124121
"4958",2018-07-26,17.24,NA,13.24394567,2.825597508
"4959",2018-07-27,17.08,NA,13.21490193,2.785962708
"4960",2018-07-28,NA,NA,NA,NA
"4961",2018-07-29,NA,NA,NA,NA
"4962",2018-07-30,17.01,NA,13.21490193,3.005214482
"4963",2018-07-31,17.35,NA,13.18585819,3.120510877
"4964",2018-08-01,17.74,NA,13.11237853,3.13896492
"4965",2018-08-02,17.6,NA,13.11237853,3.198890921
"4966",2018-08-03,17.63,NA,NA,3.185043015
"4967",2018-08-04,NA,NA,NA,NA
"4968",2018-08-05,NA,NA,NA,NA
"4969",2018-08-06,17.54,NA,13.08349664,3.213896686
"4970",2018-08-07,17.48,NA,13.11237853,3.340853882
"4971",2018-08-08,17.35,NA,13.14126042,3.546427838
"4972",2018-08-09,17.55,NA,13.14126042,3.645650581
"4973",2018-08-10,17.84,NA,NA,3.737773012
"4974",2018-08-11,NA,NA,NA,NA
"4975",2018-08-12,NA,NA,NA,NA
"4976",2018-08-13,18.01,NA,NA,3.647658629
"4977",2018-08-14,18.08,NA,13.77666202,3.657786478
"4978",2018-08-15,18.05,13.03148035,13.97883526,3.711082548
"4979",2018-08-16,17.95,NA,13.96150613,3.661979781
"4980",2018-08-17,18.1,NA,13.96150613,3.688975524
"4981",2018-08-18,NA,NA,NA,NA
"4982",2018-08-19,NA,NA,NA,NA
"4983",2018-08-20,18.44,NA,14.03659904,3.653835555
"4984",2018-08-21,19.26,NA,14.1810085,3.430314105
"4985",2018-08-22,19.76,NA,14.23877228,3.582710333
"4986",2018-08-23,20.35,NA,14.23877228,3.4418589
"4987",2018-08-24,20.63,NA,14.23877228,3.539081776
"4988",2018-08-25,NA,NA,NA,NA
"4989",2018-08-26,NA,NA,NA,NA
"4990",2018-08-27,21.25,NA,14.23877228,3.465578742
"4991",2018-08-28,20.64,NA,14.32541795,3.359748097
"4992",2018-08-29,21.01,NA,14.32541795,3.409773433
"4993",2018-08-30,21.12,NA,14.46982741,3.450495527
"4994",2018-08-31,21.04,NA,14.46982741,3.406312303
"4995",2018-09-01,NA,NA,NA,NA
"4996",2018-09-02,NA,NA,NA,NA
"4997",2018-09-03,20.11,NA,14.15311525,3.431117353
"4998",2018-09-04,20.13,NA,14.17008541,3.400022102
"4999",2018-09-05,20.32,NA,NA,3.411685957
"5000",2018-09-06,21.42,NA,14.19836901,3.248476426
"5001",2018-09-07,23.17,NA,14.20968246,3.412359624
"5002",2018-09-08,NA,NA,NA,NA
"5003",2018-09-09,NA,NA,NA,NA
"5004",2018-09-10,25.19,NA,14.22665262,3.151496396
"5005",2018-09-11,24.11,NA,14.22665262,3.384894103
"5006",2018-09-12,22.91,NA,14.19836901,NA
"5007",2018-09-13,18.86,NA,14.17008541,3.140007289
"5008",2018-09-14,19.93,NA,14.15877197,3.657317329
"5009",2018-09-15,NA,NA,NA,NA
"5010",2018-09-16,NA,NA,NA,NA
"5011",2018-09-17,20.92,NA,14.17574213,3.382670029
"5012",2018-09-18,20.19,NA,14.14180181,3.365190068
"5013",2018-09-19,21.43,NA,14.17574213,3.418717544
"5014",2018-09-20,21.98,NA,14.15877197,3.484333069
"5015",2018-09-21,22.08,NA,14.17574213,3.499152912
"5016",2018-09-22,NA,NA,NA,NA
"5017",2018-09-23,NA,NA,NA,NA
"5018",2018-09-24,22.37,NA,14.17574213,NA
"5019",2018-09-25,21.18,NA,14.15877197,3.46372409
"5020",2018-09-26,20.19,NA,14.15877197,3.500124405
"5021",2018-09-27,20.77,NA,14.15877197,3.483116543
"5022",2018-09-28,21.15,NA,14.14180181,3.49084138
"5023",2018-09-29,NA,NA,NA,NA
"5024",2018-09-30,NA,NA,NA,NA
"5025",2018-10-01,21.31,NA,14.23237502,NA
"5026",2018-10-02,20.93,NA,14.21531664,NA
"5027",2018-10-03,21.13,NA,14.24374727,NA
"5028",2018-10-04,21.29,NA,14.24374727,NA
"5029",2018-10-05,22.11,NA,14.28355016,NA
"5030",2018-10-06,NA,NA,NA,NA
"5031",2018-10-07,NA,NA,NA,NA
"5032",2018-10-08,21.87,NA,14.35746981,3.547941667
"5033",2018-10-09,20.75,NA,14.35746981,3.552198321
"5034",2018-10-10,19.43,NA,14.35746981,3.370538156
"5035",2018-10-11,19.85,NA,NA,3.535053835
"5036",2018-10-12,20.36,NA,14.27786403,3.763621888
"5037",2018-10-13,NA,NA,NA,NA
"5038",2018-10-14,NA,NA,NA,NA
"5039",2018-10-15,18.58,NA,14.22668889,3.57609227
"5040",2018-10-16,19.28,NA,14.27217791,3.56762633
"5041",2018-10-17,19.24,NA,14.24374727,3.557594808
"5042",2018-10-18,19.73,NA,14.24374727,3.465259838
"5043",2018-10-19,19.7,NA,14.24374727,3.628229531
"5044",2018-10-20,NA,NA,NA,NA
"5045",2018-10-21,NA,NA,NA,NA
"5046",2018-10-22,19,NA,NA,3.685494769
"5047",2018-10-23,19.23,NA,14.27217791,3.678758182
"5048",2018-10-24,19.61,NA,14.27217791,3.718432197
"5049",2018-10-25,19.07,NA,14.27217791,3.947718568
"5050",2018-10-26,18.27,NA,14.27217791,3.882129529
"5051",2018-10-27,NA,NA,NA,NA
"5052",2018-10-28,NA,NA,NA,NA
"5053",2018-10-29,16.68,NA,14.28355016,3.843722102
"5054",2018-10-30,16.02,NA,14.24374727,3.647148056
"5055",2018-10-31,16.37,NA,14.21531664,3.878078712
"5056",2018-11-01,15.62,NA,14.8906432,3.662979342
"5057",2018-11-02,17.07,NA,14.8906432,3.787677773
"5058",2018-11-03,NA,NA,NA,NA
"5059",2018-11-04,NA,NA,NA,NA
"5060",2018-11-05,17.23,NA,14.90849769,3.527397394
"5061",2018-11-06,17.56,NA,14.93825517,3.675567185
"5062",2018-11-07,18.6,NA,14.93825517,3.290899307
"5063",2018-11-08,19.57,NA,14.93825517,3.292013957
"5064",2018-11-09,19.5,NA,14.90849769,3.847324842
"5065",2018-11-10,NA,NA,NA,NA
"5066",2018-11-11,NA,NA,NA,NA
"5067",2018-11-12,20.49,NA,14.90849769,3.559464169
"5068",2018-11-13,20.14,NA,14.90849769,3.55899547
"5069",2018-11-14,19.74,13.46897481,NA,3.539179331
"5070",2018-11-15,18.98,NA,14.81922525,3.577802178
"5071",2018-11-16,19.1,NA,14.75971029,3.442818007
"5072",2018-11-17,NA,NA,NA,NA
"5073",2018-11-18,NA,NA,NA,NA
"5074",2018-11-19,18.94,NA,14.78946777,3.706096753
"5075",2018-11-20,19.45,NA,14.75971029,3.676167064
"5076",2018-11-21,20.49,NA,14.75971029,3.676022877
"5077",2018-11-22,20.91,NA,14.78946777,4.146016151
"5078",2018-11-23,20.19,NA,14.75971029,4.137390029
"5079",2018-11-24,NA,NA,NA,NA
"5080",2018-11-25,NA,NA,NA,NA
"5081",2018-11-26,19.82,NA,14.81922525,3.809397667
"5082",2018-11-27,19.61,NA,14.84898273,3.470930714
"5083",2018-11-28,19.29,NA,14.81922525,4.019422127
"5084",2018-11-29,20.02,NA,14.87874021,3.706440161
"5085",2018-11-30,20.49,NA,14.87874021,3.448062506
"5086",2018-12-01,NA,NA,NA,NA
"5087",2018-12-02,NA,NA,NA,NA
"5088",2018-12-03,20.64,NA,NA,3.736804696
"5089",2018-12-04,20.73,NA,NA,3.812741194
"5090",2018-12-05,19.68,NA,15.00308987,3.866929479
"5091",2018-12-06,19.99,NA,15.0570794,4.136161741
"5092",2018-12-07,20.3,NA,15.08707358,3.709541863
"5093",2018-12-08,NA,NA,NA,NA
"5094",2018-12-09,NA,NA,NA,NA
"5095",2018-12-10,20.86,NA,15.0570794,3.596606315
"5096",2018-12-11,20.16,NA,15.26703868,3.920328024
"5097",2018-12-12,21.47,NA,15.50699213,3.699974113
"5098",2018-12-13,22.32,NA,14.90710849,3.659767702
"5099",2018-12-14,23.38,NA,14.87711431,3.667571038
"5100",2018-12-15,NA,NA,NA,NA
"5101",2018-12-16,NA,NA,NA,NA
"5102",2018-12-17,24.26,NA,14.87711431,3.690159876
"5103",2018-12-18,23.99,NA,14.88911198,3.663086208
"5104",2018-12-19,24.32,NA,14.90710849,3.653053053
"5105",2018-12-20,24.16,NA,15.02708522,3.875759633
"5106",2018-12-21,24.59,NA,15.0570794,3.58974308
"5107",2018-12-22,NA,NA,NA,NA
"5108",2018-12-23,NA,NA,NA,NA
"5109",2018-12-24,NA,NA,15.06907707,3.694854944
"5110",2018-12-25,NA,NA,NA,3.588993996
"5111",2018-12-26,NA,NA,NA,3.913439065
"5112",2018-12-27,24.66,NA,15.06907707,3.638925022
"5113",2018-12-28,24.63,NA,15.06907707,3.652287617
"5114",2018-12-29,NA,NA,NA,NA
"5115",2018-12-30,NA,NA,NA,NA
"5116",2018-12-31,NA,NA,15.06907707,NA
"5117",2019-01-01,NA,NA,NA,NA
"5118",2019-01-02,25.02,NA,NA,3.869664469
"5119",2019-01-03,23.04,NA,14.90948376,3.870118062
"5120",2019-01-04,23.49,NA,14.90948376,3.791918716
"5121",2019-01-05,NA,NA,NA,NA
"5122",2019-01-06,NA,NA,NA,NA
"5123",2019-01-07,22.07,NA,14.87980724,3.695631227
"5124",2019-01-08,22.65,NA,14.85013072,3.690721975
"5125",2019-01-09,21.86,NA,14.83826011,3.642180501
"5126",2019-01-10,21.93,NA,14.83826011,3.710551957
"5127",2019-01-11,22.59,NA,14.83826011,4.014946189
"5128",2019-01-12,NA,NA,NA,NA
"5129",2019-01-13,NA,NA,NA,NA
"5130",2019-01-14,22.4,NA,14.8204542,3.694616805
"5131",2019-01-15,22.48,NA,14.77890707,3.659557647
"5132",2019-01-16,23.25,NA,14.80858359,3.959360738
"5133",2019-01-17,23.48,NA,14.77890707,4.534430374
"5134",2019-01-18,24.68,NA,14.77890707,3.734653597
"5135",2019-01-19,NA,NA,NA,NA
"5136",2019-01-20,NA,NA,NA,NA
"5137",2019-01-21,24.28,NA,NA,3.601810358
"5138",2019-01-22,25.01,NA,14.85013072,3.710799374
"5139",2019-01-23,24.53,NA,14.89761315,3.967146753
"5140",2019-01-24,23.89,NA,14.89761315,3.619417411
"5141",2019-01-25,23.76,NA,14.86793663,3.630273817
"5142",2019-01-26,NA,NA,NA,NA
"5143",2019-01-27,NA,NA,NA,NA
"5144",2019-01-28,22.6,NA,NA,3.715319551
"5145",2019-01-29,23.21,NA,NA,3.64509276
"5146",2019-01-30,22.86,NA,NA,3.646421994
"5147",2019-01-31,22.13,NA,NA,3.819825379
"5148",2019-02-01,21.84,NA,NA,3.754580929
"5149",2019-02-02,NA,NA,NA,NA
"5150",2019-02-03,NA,NA,NA,NA
"5151",2019-02-04,22.92,NA,15.08321276,NA
"5152",2019-02-05,23.04,NA,15.02300034,NA
"5153",2019-02-06,23.57,NA,NA,NA
"5154",2019-02-07,23.34,NA,15.05310655,NA
"5155",2019-02-08,22.22,NA,15.08321276,NA
"5156",2019-02-09,NA,NA,NA,NA
"5157",2019-02-10,NA,NA,NA,NA
"5158",2019-02-11,22.26,NA,15.08321276,4.053260386
"5159",2019-02-12,20.56,NA,15.23374383,3.780022908
"5160",2019-02-13,20.81,NA,15.23374383,3.64016578
"5161",2019-02-14,19.69,NA,15.23374383,3.485616824
"5162",2019-02-15,20.29,NA,15.18557389,3.730266704
"5163",2019-02-16,NA,NA,NA,NA
"5164",2019-02-17,NA,NA,NA,NA
"5165",2019-02-18,19.89,NA,15.23374383,3.683092645
"5166",2019-02-19,20.09,NA,15.23374383,3.615686723
"5167",2019-02-20,20.35,13.85762676,15.14342519,4.116680835
"5168",2019-02-21,18.72,NA,15.14342519,3.717123593
"5169",2019-02-22,18.83,NA,15.11331897,3.727577849
"5170",2019-02-23,NA,NA,NA,NA
"5171",2019-02-24,NA,NA,NA,NA
"5172",2019-02-25,19.15,NA,15.14342519,3.416123072
"5173",2019-02-26,19.56,NA,15.1735314,3.548439628
"5174",2019-02-27,21.16,NA,15.14342519,3.701063892
"5175",2019-02-28,21.59,NA,15.1735314,3.743273201
"5176",2019-03-01,22.18,NA,15.26285255,3.739338108
