Date,EUR= (BID),EURCNH= (BID),HBEHBEA (TRDPRC_1),HBEHBEAOTC (TRDPRC_1),EURCNY= (BID),
15/11/2007,1.4617,,,,10.8495,
16/11/2007,1.4657,,,,10.8784,
19/11/2007,1.4662,,,,10.8858,
20/11/2007,1.4821,,,,11.0117,
21/11/2007,1.4855,,,,11.0053,
22/11/2007,1.4853,,,,11.0083,
23/11/2007,1.4835,,,,10.9752,
26/11/2007,1.4879,,,,11.0058,
27/11/2007,1.4829,,,,10.9537,
28/11/2007,1.4829,,,,10.9668,
29/11/2007,1.4739,,,,10.8796,
30/11/2007,1.4631,,,,10.8226,
03/12/2007,1.4665,,,,10.8543,
04/12/2007,1.4765,,,,10.9231,
05/12/2007,1.4603,,,,10.796,
06/12/2007,1.4631,,,,10.8452,
07/12/2007,1.4655,,,,10.8484,
10/12/2007,1.4712,,,,10.8803,
11/12/2007,1.465,,,,10.8102,
12/12/2007,1.4706,,,,10.842,
13/12/2007,1.4627,,,,10.7735,
14/12/2007,1.4417,,,,10.6246,
17/12/2007,1.4399,,,,10.6243,
18/12/2007,1.4408,,,,10.6381,
19/12/2007,1.4377,,,,10.6052,
20/12/2007,1.4319,,,,10.5495,
21/12/2007,1.4365,,,,10.5777,
24/12/2007,1.4398,,,,10.5789,
25/12/2007,1.4404,,,,10.5577,
26/12/2007,1.4492,,,,10.6435,
27/12/2007,1.4612,,,,10.6916,
28/12/2007,1.4715,,,,10.7465,
31/12/2007,1.4589,,,,10.6545,
01/1/2008,1.4587,,,,10.6538,
02/1/2008,1.4725,,,,10.7388,
03/1/2008,1.4746,,,,10.7226,
04/1/2008,1.4743,,,,10.7211,
07/1/2008,1.4688,,,,10.6767,
08/1/2008,1.4706,,,,10.6829,
09/1/2008,1.466,,,,10.6468,
10/1/2008,1.4805,,,,10.7633,
11/1/2008,1.4775,,,,10.7281,
14/1/2008,1.4866,,,,10.7779,
15/1/2008,1.4807,,,,10.7221,
16/1/2008,1.4657,,,,10.5998,
17/1/2008,1.4658,,,,10.6222,
18/1/2008,1.4609,,,,10.5813,
21/1/2008,1.4445,,,,10.4575,
22/1/2008,1.4626,,,,10.5851,
23/1/2008,1.4638,,,,10.5808,
24/1/2008,1.4766,,,,10.6611,
25/1/2008,1.467,,,,10.5781,
28/1/2008,1.4785,,,,10.6369,
29/1/2008,1.4775,,,,10.6292,
30/1/2008,1.4879,,,,10.6973,
31/1/2008,1.4865,,,,10.6736,
01/2/2008,1.4798,,,,10.625,
04/2/2008,1.4825,,,,10.6621,
05/2/2008,1.4637,,,,10.5131,
06/2/2008,1.4621,,,,10.5104,
07/2/2008,1.4483,,,,10.4098,
08/2/2008,1.4509,,,,10.4292,
11/2/2008,1.4524,,,,10.4428,
12/2/2008,1.4582,,,,10.4823,
13/2/2008,1.4569,,,,10.4843,
14/2/2008,1.4637,,,,10.5204,
15/2/2008,1.4678,,,,10.5373,
18/2/2008,1.4657,,,,10.5017,
19/2/2008,1.4725,,,,10.5262,
20/2/2008,1.4712,,,,10.5059,
21/2/2008,1.4812,,,,10.575,
22/2/2008,1.483,,,,10.5934,
25/2/2008,1.4827,,,,10.6013,
26/2/2008,1.4973,,,,10.7104,
27/2/2008,1.5121,,,,10.7985,
28/2/2008,1.5221,,,,10.8193,
29/2/2008,1.5179,,,,10.7945,
03/3/2008,1.5208,,,,10.803,
04/3/2008,1.5208,,,,10.8104,
05/3/2008,1.527,,,,10.8517,
06/3/2008,1.5388,,,,10.9303,
07/3/2008,1.5349,,,,10.9133,
10/3/2008,1.534,,,,10.8999,
11/3/2008,1.5331,,,,10.8899,
12/3/2008,1.557,,,,11.0463,
13/3/2008,1.5638,,,,11.0888,
14/3/2008,1.5673,,,,11.1096,
17/3/2008,1.5727,,,,11.1394,
18/3/2008,1.5624,,,,11.0623,
19/3/2008,1.5632,,,,11.0437,
20/3/2008,1.5432,,,,10.8803,
21/3/2008,1.543,,,,10.8826,
24/3/2008,1.543,,,,10.8859,
25/3/2008,1.5627,,,,11.0206,
26/3/2008,1.5843,,,,11.1382,
27/3/2008,1.578,,,,11.0626,
28/3/2008,1.58,,,,11.0782,
31/3/2008,1.5772,,,,11.0593,
01/4/2008,1.5609,,,,10.9437,
02/4/2008,1.5687,,,,11.0127,
03/4/2008,1.5679,,,,10.9988,
04/4/2008,1.5736,,,,11.0388,
07/4/2008,1.5701,,,,10.9895,
08/4/2008,1.57,,,,10.9948,
09/4/2008,1.583,,,,11.083,
10/4/2008,1.5742,,,,11.0055,
11/4/2008,1.5805,,,,11.073,
14/4/2008,1.5843,,,,11.0892,
15/4/2008,1.5791,,,,11.0396,
16/4/2008,1.5949,,,,11.1512,
17/4/2008,1.5895,,,,11.1014,
18/4/2008,1.5813,,,,11.0588,
21/4/2008,1.5905,,,,11.1357,
22/4/2008,1.5987,,,,11.1766,
23/4/2008,1.5887,,,,11.094,
24/4/2008,1.5681,,,,10.9518,
25/4/2008,1.5623,,,,10.9509,
28/4/2008,1.5659,,,,10.963,
29/4/2008,1.5567,,,,10.8728,
30/4/2008,1.5616,,,,10.9144,
01/5/2008,1.5469,,,,10.8075,
02/5/2008,1.5428,,,,10.7747,
05/5/2008,1.5491,,,,10.8305,
06/5/2008,1.553,,,,10.8512,
07/5/2008,1.539,,,,10.7525,
08/5/2008,1.5406,,,,10.7914,
09/5/2008,1.5481,,,,10.8203,
12/5/2008,1.5546,,,,10.8624,
13/5/2008,1.5458,,,,10.8111,
14/5/2008,1.5475,,,,10.8359,
15/5/2008,1.5443,,,,10.7957,
16/5/2008,1.5575,,,,10.8869,
19/5/2008,1.5517,,,,10.8153,
20/5/2008,1.5656,,,,10.9154,
21/5/2008,1.5789,,,,10.99,
22/5/2008,1.5728,,,,10.9198,
23/5/2008,1.5764,,,,10.9421,
26/5/2008,1.5774,,,,10.9395,
27/5/2008,1.5684,,,,10.8973,
28/5/2008,1.5636,,,,10.8596,
29/5/2008,1.5515,,,,10.7638,
30/5/2008,1.5552,,,,10.7931,
02/6/2008,1.5542,,,,10.7752,
03/6/2008,1.5444,,,,10.6977,
04/6/2008,1.5431,,,,10.7048,
05/6/2008,1.5584,,,,10.826,
06/6/2008,1.5777,,,,10.9224,
09/6/2008,1.5644,,,,10.8303,
10/6/2008,1.5462,,,,10.6995,
11/6/2008,1.5553,,,,10.7608,
12/6/2008,1.5446,,,,10.6644,
13/6/2008,1.5379,,,,10.6136,
16/6/2008,1.5466,,,,10.6722,
17/6/2008,1.5508,,,,10.6877,
18/6/2008,1.5533,,,,10.6838,
19/6/2008,1.55,,,,10.6628,
20/6/2008,1.5604,,,,10.737,
23/6/2008,1.5523,,,,10.6698,
24/6/2008,1.5565,,,,10.6952,
25/6/2008,1.5669,,,,10.7523,
26/6/2008,1.5753,,,,10.8175,
27/6/2008,1.5794,,,,10.8371,
30/6/2008,1.5755,,,,10.7989,
01/7/2008,1.5788,,,,10.8258,
02/7/2008,1.5878,,,,10.8839,
03/7/2008,1.5696,,,,10.752,
04/7/2008,1.5704,,,,10.7712,
07/7/2008,1.5721,,,,10.7937,
08/7/2008,1.5671,,,,10.7431,
09/7/2008,1.5741,,,,10.7973,
10/7/2008,1.5784,,,,10.8,
11/7/2008,1.594,,,,10.8934,
14/7/2008,1.5903,,,,10.8868,
15/7/2008,1.5918,,,,10.8571,
16/7/2008,1.5823,,,,10.776,
17/7/2008,1.5861,,,,10.8178,
18/7/2008,1.5846,,,,10.8017,
21/7/2008,1.5929,,,,10.8752,
22/7/2008,1.5783,,,,10.7659,
23/7/2008,1.5687,,,,10.7147,
24/7/2008,1.5675,,,,10.7015,
25/7/2008,1.5709,,,,10.7104,
28/7/2008,1.5745,,,,10.7603,
29/7/2008,1.5588,,,,10.6401,
30/7/2008,1.5576,,,,10.6313,
31/7/2008,1.56,,,,10.6557,
01/8/2008,1.5564,,,,10.6489,
04/8/2008,1.5575,,,,10.6712,
05/8/2008,1.5456,,,,10.5951,
06/8/2008,1.5412,,,,10.5483,
07/8/2008,1.5321,,,,10.5149,
08/8/2008,1.5005,,,,10.2889,
11/8/2008,1.4904,,,,10.22,
12/8/2008,1.4919,,,,10.2432,
13/8/2008,1.4924,,,,10.2306,
14/8/2008,1.4807,,,,10.162,
15/8/2008,1.4688,,,,10.0899,
18/8/2008,1.4695,,,,10.0962,
19/8/2008,1.4787,,,,10.1423,
20/8/2008,1.4742,,,,10.1037,
21/8/2008,1.4906,,,,10.2012,
22/8/2008,1.4791,,,,10.1087,
25/8/2008,1.475,,,,10.1011,
26/8/2008,1.4649,,,,10.0286,
27/8/2008,1.472,,,,10.0606,
28/8/2008,1.4699,,,,10.0361,
29/8/2008,1.4672,,,,10.0477,
01/9/2008,1.4604,,,,9.9679,
02/9/2008,1.4515,,,,9.9174,
03/9/2008,1.4488,,,,9.914,
04/9/2008,1.4249,,,,9.7413,
05/9/2008,1.4267,,,,9.7625,
08/9/2008,1.4126,,,,9.6558,
09/9/2008,1.4135,,,,9.6698,
10/9/2008,1.3985,,,,9.5623,
11/9/2008,1.4029,,,,9.6012,
12/9/2008,1.4227,,,,9.727,
15/9/2008,1.4264,,,,9.769,
16/9/2008,1.4119,,,,9.679,
17/9/2008,1.4303,,,,9.7837,
18/9/2008,1.4337,,,,9.7979,
19/9/2008,1.4464,,,,9.8854,
22/9/2008,1.4784,,,,10.1025,
23/9/2008,1.4643,,,,9.9753,
24/9/2008,1.4611,,,,9.9757,
25/9/2008,1.4621,,,,9.9716,
26/9/2008,1.4613,,,,9.9998,
29/9/2008,1.4416,,,,9.8705,
30/9/2008,1.4102,,,,9.6618,
01/10/2008,1.4019,,,,9.5933,
02/10/2008,1.3816,,,,9.451,
03/10/2008,1.3769,,,,9.4223,
06/10/2008,1.3488,,,,9.2272,
07/10/2008,1.3617,,,,9.2673,
08/10/2008,1.3629,,,,9.2856,
09/10/2008,1.3596,,,,9.2674,
10/10/2008,1.3412,,,,9.1664,
13/10/2008,1.3591,,,,9.2908,
14/10/2008,1.3622,,,,9.3048,
15/10/2008,1.346,,,,9.1893,
16/10/2008,1.3485,,,,9.203,
17/10/2008,1.3407,,,,9.1623,
20/10/2008,1.3342,,,,9.1145,
21/10/2008,1.3057,,,,8.9218,
22/10/2008,1.2852,,,,8.7707,
23/10/2008,1.298,,,,8.8696,
24/10/2008,1.2622,,,,8.6375,
27/10/2008,1.2466,,,,8.5531,
28/10/2008,1.2713,,,,8.6973,
29/10/2008,1.296,,,,8.8625,
30/10/2008,1.2906,,,,8.8231,
31/10/2008,1.273,,,,8.706,
03/11/2008,1.2641,,,,8.6485,
04/11/2008,1.3032,,,,8.8975,
05/11/2008,1.295,,,,8.8446,
06/11/2008,1.27,,,,8.665,
07/11/2008,1.2736,,,,8.6991,
10/11/2008,1.2731,,,,8.6892,
11/11/2008,1.2517,,,,8.5412,
12/11/2008,1.2469,,,,8.5193,
13/11/2008,1.2828,,,,8.7525,
14/11/2008,1.2631,,,,8.6428,
17/11/2008,1.2646,,,,8.6328,
18/11/2008,1.2621,,,,8.6152,
19/11/2008,1.2522,,,,8.5499,
20/11/2008,1.2457,,,,8.5124,
21/11/2008,1.2578,,,,8.5897,
24/11/2008,1.2912,,,,8.8116,
25/11/2008,1.3057,,,,8.9088,
26/11/2008,1.289,,,,8.8029,
27/11/2008,1.289,,,,8.7975,
28/11/2008,1.2695,,,,8.6683,
01/12/2008,1.2625,,,,8.6906,
02/12/2008,1.2712,,,,8.742,
03/12/2008,1.2714,,,,8.7362,
04/12/2008,1.277,,,,8.7914,
05/12/2008,1.2734,,,,8.7492,
08/12/2008,1.2936,,,,8.8968,
09/12/2008,1.2912,,,,8.871,
10/12/2008,1.3015,,,,8.9294,
11/12/2008,1.3357,,,,9.1513,
12/12/2008,1.3372,,,,9.1491,
15/12/2008,1.3711,,,,9.3879,
16/12/2008,1.4098,,,,9.6498,
17/12/2008,1.4401,,,,9.8465,
18/12/2008,1.4209,,,,9.7154,
19/12/2008,1.3916,,,,9.5214,
22/12/2008,1.3942,,,,9.5523,
23/12/2008,1.3962,,,,9.5598,
24/12/2008,1.4002,,,,9.5711,
25/12/2008,1.4012,,,,9.5713,
26/12/2008,1.4061,,,,9.6135,
29/12/2008,1.3976,,,,9.5662,
30/12/2008,1.4069,,,,9.6077,
31/12/2008,1.3978,,,,9.544,
01/1/2009,1.3988,,,,9.5433,
02/1/2009,1.3876,,,,9.4689,
05/1/2009,1.3604,,,,9.2915,
06/1/2009,1.3507,,,,9.2327,
07/1/2009,1.3632,,,,9.3145,
08/1/2009,1.3725,,,,9.379,
09/1/2009,1.3437,,,,9.1869,
12/1/2009,1.337,,,,9.1407,
13/1/2009,1.3195,,,,9.0176,
14/1/2009,1.3161,,,,8.9949,
15/1/2009,1.3153,,,,8.9897,
16/1/2009,1.3303,,,,9.0951,
19/1/2009,1.311,,,,8.9581,
20/1/2009,1.2887,,,,8.8165,
21/1/2009,1.3039,,,,8.9211,
22/1/2009,1.2984,,,,8.8813,
23/1/2009,1.2989,,,,8.8773,
26/1/2009,1.3165,,,,9.0045,
27/1/2009,1.3176,,,,9.0106,
28/1/2009,1.3135,,,,8.9853,
29/1/2009,1.2958,,,,8.8622,
30/1/2009,1.278,,,,8.7393,
02/2/2009,1.2849,,,,8.7977,
03/2/2009,1.3036,,,,8.9165,
04/2/2009,1.2828,,,,8.7667,
05/2/2009,1.2783,,,,8.7378,
06/2/2009,1.2931,,,,8.8375,
09/2/2009,1.3009,,,,8.8971,
10/2/2009,1.2897,,,,8.7997,
11/2/2009,1.2895,,,,8.8107,
12/2/2009,1.2861,,,,8.794,
13/2/2009,1.286,,,,8.7973,
16/2/2009,1.2777,,,,8.7215,
17/2/2009,1.2588,,,,8.6073,
18/2/2009,1.2537,,,,8.5739,
19/2/2009,1.2662,,,,8.6563,
20/2/2009,1.284,,,,8.779,
23/2/2009,1.2706,,,,8.6859,
24/2/2009,1.2839,,,,8.7771,
25/2/2009,1.2707,,,,8.687,
26/2/2009,1.273,,,,8.7037,
27/2/2009,1.2668,,,,8.6643,
02/3/2009,1.2583,,,,8.6102,
03/3/2009,1.2565,,,,8.5954,
04/3/2009,1.2635,,,,8.6464,
05/3/2009,1.256,,,,8.5911,
06/3/2009,1.264,,,,8.6458,
09/3/2009,1.261,,,,8.6257,
10/3/2009,1.267,,,,8.6696,
11/3/2009,1.2827,,,,8.7756,
12/3/2009,1.2909,,,,8.8296,
13/3/2009,1.2922,,,,8.8361,
16/3/2009,1.2965,,,,8.8656,
17/3/2009,1.3012,,,,8.8948,
18/3/2009,1.3505,,,,9.2303,
19/3/2009,1.3663,,,,9.3229,
20/3/2009,1.358,,,,9.272,
23/3/2009,1.3629,,,,9.3147,
24/3/2009,1.3458,,,,9.191,
25/3/2009,1.3582,,,,9.2777,
26/3/2009,1.3532,,,,9.2396,
27/3/2009,1.3298,,,,9.0866,
30/3/2009,1.3206,,,,9.0242,
31/3/2009,1.325,,,,9.0515,
01/4/2009,1.3231,,,,9.0433,
02/4/2009,1.3461,,,,9.1992,
03/4/2009,1.348,,,,9.2126,
06/4/2009,1.3406,,,,9.1627,
07/4/2009,1.3267,,,,9.0688,
08/4/2009,1.3258,,,,9.0646,
09/4/2009,1.3164,,,,8.9963,
10/4/2009,1.3186,,,,9.0104,
13/4/2009,1.3363,,,,9.1351,
14/4/2009,1.3252,,,,9.055,
15/4/2009,1.3219,,,,9.0273,
16/4/2009,1.3178,,,,9.0075,
17/4/2009,1.3038,,,,8.9082,
20/4/2009,1.2915,,,,8.8256,
21/4/2009,1.2933,,,,8.8321,
22/4/2009,1.2997,,,,8.8764,
23/4/2009,1.3146,,,,8.9707,
24/4/2009,1.3252,,,,9.0445,
27/4/2009,1.3018,,,,8.8867,
28/4/2009,1.3144,,,,8.9695,
29/4/2009,1.3263,,,,9.0524,
30/4/2009,1.3226,,,,9.0168,
01/5/2009,1.3263,,,,9.0427,
04/5/2009,1.3402,,,,9.1473,
05/5/2009,1.3322,,,,9.0829,
06/5/2009,1.3317,,,,9.0708,
07/5/2009,1.3398,,,,9.1354,
08/5/2009,1.3646,,,,9.3064,
11/5/2009,1.3574,,,,9.2609,
12/5/2009,1.3643,,,,9.3066,
13/5/2009,1.3598,,,,9.2766,
14/5/2009,1.3633,,,,9.3052,
15/5/2009,1.3492,,,,9.2063,
18/5/2009,1.3555,,,,9.2558,
19/5/2009,1.3623,,,,9.297,
20/5/2009,1.377,,,,9.3943,
21/5/2009,1.3892,,,,9.4806,
22/5/2009,1.3991,,,,9.5456,
25/5/2009,1.4005,,,,9.56,
26/5/2009,1.3989,,,,9.5561,
27/5/2009,1.3834,,,,9.4428,
28/5/2009,1.3936,,,,9.5139,
29/5/2009,1.4151,,,,9.662,
01/6/2009,1.4164,,,,9.6662,
02/6/2009,1.4303,,,,9.7717,
03/6/2009,1.4151,,,,9.6645,
04/6/2009,1.4187,,,,9.69,
05/6/2009,1.3972,,,,9.5469,
08/6/2009,1.3895,,,,9.5002,
09/6/2009,1.4065,,,,9.6138,
10/6/2009,1.3966,,,,9.543,
11/6/2009,1.4104,,,,9.6412,
12/6/2009,1.4021,,,,9.5836,
15/6/2009,1.3789,,,,9.4297,
16/6/2009,1.3835,,,,9.4552,
17/6/2009,1.394,,,,9.5368,
18/6/2009,1.3903,,,,9.5019,
19/6/2009,1.394,,,,9.5294,
22/6/2009,1.386,,,,9.4719,
23/6/2009,1.4077,,,,9.6183,
24/6/2009,1.3924,,,,9.5083,
25/6/2009,1.3985,,,,9.562,
26/6/2009,1.4051,,,,9.601,
29/6/2009,1.4075,,,,9.6166,
30/6/2009,1.4033,,,,9.5848,
01/7/2009,1.415,,,,9.6675,
02/7/2009,1.3939,,,,9.5152,
03/7/2009,1.3961,,,,9.5382,
06/7/2009,1.3974,,,,9.5501,
07/7/2009,1.392,,,,9.5082,
08/7/2009,1.3876,,,,9.4784,
09/7/2009,1.4024,,,,9.578,
10/7/2009,1.393,,,,9.5177,
13/7/2009,1.3977,,,,9.5506,
14/7/2009,1.3968,,,,9.5439,
15/7/2009,1.4104,,,,9.6365,
16/7/2009,1.4146,,,,9.6615,
17/7/2009,1.4096,,,,9.6288,
20/7/2009,1.4226,,,,9.7209,
21/7/2009,1.4211,,,,9.7068,
22/7/2009,1.4208,,,,9.7096,
23/7/2009,1.4159,,,,9.671,
24/7/2009,1.4202,,,,9.7018,
27/7/2009,1.4244,,,,9.7276,
28/7/2009,1.4177,,,,9.6798,
29/7/2009,1.4035,,,,9.5865,
30/7/2009,1.4071,,,,9.6141,
31/7/2009,1.4247,,,,9.7334,
03/8/2009,1.4416,,,,9.8466,
04/8/2009,1.4399,,,,9.8341,
05/8/2009,1.4409,,,,9.841,
06/8/2009,1.4346,,,,9.7966,
07/8/2009,1.4185,,,,9.6906,
10/8/2009,1.4144,,,,9.6648,
11/8/2009,1.4145,,,,9.668,
12/8/2009,1.4201,,,,9.7028,
13/8/2009,1.4286,,,,9.7622,
14/8/2009,1.4202,,,,9.7058,
17/8/2009,1.4078,,,,9.618,
18/8/2009,1.4131,,,,9.6566,
19/8/2009,1.4234,,,,9.7275,
20/8/2009,1.4248,,,,9.7338,
21/8/2009,1.432,,,,9.7824,
24/8/2009,1.43,,,,9.7675,
25/8/2009,1.4295,,,,9.7649,
26/8/2009,1.4248,,,,9.734,
27/8/2009,1.435,,,,9.8006,
28/8/2009,1.4296,,,,9.7642,
31/8/2009,1.4329,,,,9.7852,
01/9/2009,1.4219,,,,9.7088,
02/9/2009,1.4262,,,,9.7414,
03/9/2009,1.4252,,,,9.7338,
04/9/2009,1.429,,,,9.7591,
07/9/2009,1.4334,,,,9.7859,
08/9/2009,1.4482,,,,9.8869,
09/9/2009,1.4559,,,,9.9459,
10/9/2009,1.4577,,,,9.9561,
11/9/2009,1.4567,,,,9.9463,
14/9/2009,1.4623,,,,9.9856,
15/9/2009,1.4659,,,,10.0098,
16/9/2009,1.471,,,,10.0419,
17/9/2009,1.4738,,,,10.0584,
18/9/2009,1.4707,,,,10.0405,
21/9/2009,1.4674,,,,10.0211,
22/9/2009,1.4787,,,,10.0962,
23/9/2009,1.4729,,,,10.0533,
24/9/2009,1.4658,,,,10.0053,
25/9/2009,1.4686,,,,10.0266,
28/9/2009,1.4619,,,,9.981,
29/9/2009,1.4583,,,,9.9583,
30/9/2009,1.4635,,,,9.9899,
01/10/2009,1.453,,,,9.9236,
02/10/2009,1.4569,,,,9.9448,
05/10/2009,1.4648,,,,10.0001,
06/10/2009,1.4717,,,,10.0472,
07/10/2009,1.4685,,,,10.0253,
08/10/2009,1.4789,,,,10.0957,
09/10/2009,1.4727,,,,10.0518,
12/10/2009,1.4771,,,,10.0806,
13/10/2009,1.4856,,,,10.1413,
14/10/2009,1.4924,,,,10.188,
15/10/2009,1.4943,,,,10.2016,
16/10/2009,1.4903,,,,10.1737,
19/10/2009,1.4963,,,,10.2146,
20/10/2009,1.4939,,,,10.1944,
21/10/2009,1.5008,,,,10.2469,
22/10/2009,1.5022,,,,10.2588,
23/10/2009,1.5,,,,10.242,
26/10/2009,1.4869,,,,10.1479,
27/10/2009,1.4808,,,,10.1125,
28/10/2009,1.4709,,,,10.0432,
29/10/2009,1.4832,,,,10.1263,
30/10/2009,1.4715,,,,10.045,
02/11/2009,1.4768,,,,10.0825,
03/11/2009,1.4714,,,,10.0457,
04/11/2009,1.4876,,,,10.1551,
05/11/2009,1.488,,,,10.1577,
06/11/2009,1.4847,,,,10.1348,
09/11/2009,1.4993,,,,10.2344,
10/11/2009,1.4982,,,,10.2253,
11/11/2009,1.4981,,,,10.2263,
12/11/2009,1.4842,,,,10.1322,
13/11/2009,1.4914,,,,10.1823,
16/11/2009,1.4971,,,,10.2203,
17/11/2009,1.4867,,,,10.1496,
18/11/2009,1.4964,,,,10.2158,
19/11/2009,1.4918,,,,10.1865,
20/11/2009,1.486,,,,10.146,
23/11/2009,1.4965,,,,10.2159,
24/11/2009,1.496,,,,10.2161,
25/11/2009,1.5139,,,,10.3343,
26/11/2009,1.5011,,,,10.2488,
27/11/2009,1.4965,,,,10.2162,
30/11/2009,1.5007,,,,10.2445,
01/12/2009,1.5087,,,,10.2999,
02/12/2009,1.5044,,,,10.2684,
03/12/2009,1.5068,,,,10.2875,
04/12/2009,1.485,,,,10.1361,
07/12/2009,1.4819,,,,10.1189,
08/12/2009,1.4698,,,,10.0337,
09/12/2009,1.4724,,,,10.0547,
10/12/2009,1.4734,,,,10.0567,
11/12/2009,1.4621,,,,9.9823,
14/12/2009,1.4655,,,,10.0059,
15/12/2009,1.4533,,,,9.9217,
16/12/2009,1.4536,,,,9.9244,
17/12/2009,1.4344,,,,9.7963,
18/12/2009,1.4341,,,,9.79,
21/12/2009,1.4283,,,,9.7489,
22/12/2009,1.4249,,,,9.7299,
23/12/2009,1.4326,,,,9.7821,
24/12/2009,1.4374,,,,9.8133,
25/12/2009,1.4396,,,,9.828,
28/12/2009,1.4382,,,,9.8228,
29/12/2009,1.4352,,,,9.8022,
30/12/2009,1.4332,,,,9.7835,
31/12/2009,1.4316,,,,9.7726,
01/1/2010,1.4323,,,,9.7767,
04/1/2010,1.4411,,,,9.8395,
05/1/2010,1.4368,,,,9.8059,
06/1/2010,1.4412,,,,9.8385,
07/1/2010,1.4318,,,,9.7756,
08/1/2010,1.4412,,,,9.8403,
11/1/2010,1.4513,,,,9.9077,
12/1/2010,1.4494,,,,9.8939,
13/1/2010,1.451,,,,9.9089,
14/1/2010,1.4502,,,,9.9005,
15/1/2010,1.4382,,,,9.8191,
18/1/2010,1.4385,,,,9.8187,
19/1/2010,1.4298,,,,9.7623,
20/1/2010,1.4101,,,,9.623,
21/1/2010,1.409,,,,9.6203,
22/1/2010,1.4137,,,,9.6479,
25/1/2010,1.415,,,,9.6592,
26/1/2010,1.4073,,,,9.6084,
27/1/2010,1.4017,,,,9.5705,
28/1/2010,1.3962,,,,9.5329,
29/1/2010,1.3862,,,,9.4647,
01/2/2010,1.3927,,,,9.5073,
02/2/2010,1.3961,,,,9.5312,
03/2/2010,1.3898,,,,9.4861,
04/2/2010,1.3734,,,,9.3748,
05/2/2010,1.3662,,,,9.3284,
08/2/2010,1.3652,,,,9.3195,
09/2/2010,1.3789,,,,9.4099,
10/2/2010,1.3726,,,,9.3728,
11/2/2010,1.3681,,,,9.3493,
12/2/2010,1.3615,,,,9.3033,
15/2/2010,1.3598,,,,9.291,
16/2/2010,1.3768,,,,9.4071,
17/2/2010,1.3605,,,,9.293,
18/2/2010,1.3614,,,,9.3031,
19/2/2010,1.3615,,,,9.2984,
22/2/2010,1.3597,,,,9.2805,
23/2/2010,1.3505,,,,9.2201,
24/2/2010,1.353,,,,9.2388,
25/2/2010,1.3555,,,,9.2522,
26/2/2010,1.3625,,,,9.3002,
01/3/2010,1.356,,,,9.2544,
02/3/2010,1.3604,,,,9.2868,
03/3/2010,1.3698,,,,9.3507,
04/3/2010,1.3579,,,,9.2694,
05/3/2010,1.3621,,,,9.2977,
08/3/2010,1.3628,,,,9.3033,
09/3/2010,1.36,,,,9.2851,
10/3/2010,1.3659,,,,9.3214,
11/3/2010,1.3677,,,,9.3367,
12/3/2010,1.3761,,,,9.3918,
15/3/2010,1.3673,,,,9.3324,
16/3/2010,1.3769,,,,9.4017,
17/3/2010,1.3737,,,,9.3767,
18/3/2010,1.3606,,,,9.2855,
19/3/2010,1.3531,,,,9.2369,
22/3/2010,1.3555,,,,9.2521,
23/3/2010,1.3498,,,,9.2162,
24/3/2010,1.3313,,,,9.0876,
25/3/2010,1.3278,,,,9.0635,
26/3/2010,1.341,,,,9.1549,
29/3/2010,1.3477,,,,9.2013,
30/3/2010,1.3411,,,,9.1548,
31/3/2010,1.351,,,,9.223,
01/4/2010,1.3581,,,,9.2728,
02/4/2010,1.3502,,,,9.2158,
05/4/2010,1.3483,,,,9.205,
06/4/2010,1.3398,,,,9.1428,
07/4/2010,1.334,,,,9.1044,
08/4/2010,1.3358,,,,9.1169,
09/4/2010,1.3496,,,,9.2082,
12/4/2010,1.3584,,,,9.272,
13/4/2010,1.3606,,,,9.2855,
14/4/2010,1.3651,,,,9.3172,
15/4/2010,1.3579,,,,9.2704,
16/4/2010,1.3496,,,,9.2114,
19/4/2010,1.3484,,,,9.2058,
20/4/2010,1.3436,,,,9.1705,
21/4/2010,1.3386,,,,9.1386,
22/4/2010,1.3292,,,,9.0735,
23/4/2010,1.3383,,,,9.1366,
26/4/2010,1.3395,,,,9.1429,
27/4/2010,1.3163,,,,8.9852,
28/4/2010,1.3211,,,,9.0172,
29/4/2010,1.3224,,,,9.0266,
30/4/2010,1.3295,,,,9.0734,
03/5/2010,1.3192,,,,9.0029,
04/5/2010,1.298,,,,8.8595,
05/5/2010,1.2812,,,,8.7431,
06/5/2010,1.2656,,,,8.6383,
07/5/2010,1.2759,,,,8.7085,
10/5/2010,1.2781,,,,8.7247,
11/5/2010,1.2653,,,,8.6408,
12/5/2010,1.2621,,,,8.615,
13/5/2010,1.2528,,,,8.5532,
14/5/2010,1.236,,,,8.4373,
17/5/2010,1.2393,,,,8.4619,
18/5/2010,1.218,,,,8.3177,
19/5/2010,1.2427,,,,8.4852,
20/5/2010,1.2465,,,,8.5107,
21/5/2010,1.257,,,,8.5805,
24/5/2010,1.2351,,,,8.4333,
25/5/2010,1.2365,,,,8.4465,
26/5/2010,1.2167,,,,8.3091,
27/5/2010,1.2368,,,,8.4462,
28/5/2010,1.2267,,,,8.379,
31/5/2010,1.2305,,,,8.4009,
01/6/2010,1.2225,,,,8.3466,
02/6/2010,1.2249,,,,8.3663,
03/6/2010,1.2157,,,,8.3005,
04/6/2010,1.1973,,,,8.1759,
07/6/2010,1.1914,,,,8.1392,
08/6/2010,1.1972,,,,8.1768,
